subject_id	panel	gene_symbol	pt1_pr1	pt2_pr2	pt2_pt1	pr2_pr1
016	Inflammation	CEP164	0.4401	0.2923	0.0789	0.2267
016	Inflammation	CHRDL1	0.1134	0.2713	0.0304	-0.1275
016	Inflammation	CKAP4	-0.111	0.1354	0.1092	-0.1372
016	Inflammation	CKMT1A_CKMT1B	0.0207	0.3148	-0.1076	-0.4017
016	Inflammation	CLEC4A	-0.4232	0.1184	-0.0855	-0.6271
016	Inflammation	CLEC4C	-0.4014	0.0982	-0.2369	-0.7365
016	Inflammation	CLEC4D	-0.9608	0.358	0.4635	-0.8553
016	Inflammation	CLEC4G	0.0559	0.1852	-0.2169	-0.3462
016	Inflammation	CLEC7A	-0.3717	0.0573	0.1947	-0.2343
016	Inflammation	CLIP2	0.4363	1.8986	0.6272	-0.8351
016	Inflammation	CLSTN2	0.0491	0.3377	0.0226	-0.266
016	Inflammation	CNTNAP2	-0.7794	-0.1154	0.1357	-0.5283
016	Inflammation	COL9A1	-0.3904	-0.1284	0.243	-0.019
016	Inflammation	COLEC12	0.1143	0.2179	0.0068	-0.0968
016	Inflammation	CRELD2	0.1211	0.3908	0.0576	-0.2121
016	Inflammation	CRHBP	-0.0089	0.1855	0.1323	-0.0621
016	Inflammation	CRIM1	0.1922	0.4155	-0.0067	-0.23
016	Inflammation	CRKL	-0.1779	2.2283	0.6825	-1.7237
016	Inflammation	CRLF1	-0.0366	0.0183	0.0113	-0.0436
016	Inflammation	CSF1	-0.0476	0.1438	-0.3705	-0.5619
016	Inflammation	CSF3	-0.7847	0.0023	0.0016	-0.7854
016	Inflammation	CST7	-0.4983	0.3923	0.1919	-0.6987
016	Inflammation	CTRC	-0.0399	0.348	0.3759	-0.012
016	Inflammation	CTSC	0.2477	0.802	-0.3782	-0.9325
016	Inflammation	CTSO	0.1973	0.634	0.0153	-0.4214
016	Inflammation	CXADR	-0.6071	0.2169	0.2674	-0.5566
016	Inflammation	CXCL1	-0.7214	0.8955	0.9173	-0.6996
016	Inflammation	CXCL10	-0.1344	0.0502	-1.0683	-1.2529
016	Inflammation	CXCL12	-0.5245	1.089	0.4174	-1.1961
016	Inflammation	CXCL14	-0.7004	0.4576	0.5955	-0.5625
016	Inflammation	CXCL17	0.7909	1.0761	0.0574	-0.2278
016	Inflammation	CXCL3	-0.1384	0.6436	1.2404	0.4584
016	Inflammation	CXCL6	-0.4479	0.9652	0.4187	-0.9944
016	Inflammation	CXCL8	-0.5746	1.123	1.0167	-0.6809
016	Inflammation	CXCL9	-0.0398	0.2364	-0.4718	-0.748
016	Inflammation	DAG1	0.0831	0.6821	0.3323	-0.2667
016	Inflammation	DAPP1	-1.0057	0.8227	1.4742	-0.3542
016	Inflammation	DBNL	0.0351	1.6402	0.5123	-1.0928
016	Inflammation	DECR1	-0.0084	0.6299	0.0582	-0.5801
016	Inflammation	DFFA	-1.19	0.6717	0.4114	-1.4503
016	Inflammation	DGKZ	-0.7647	0.1729	-0.1216	-1.0592
016	Inflammation	DNAJA2	-0.3902	1.5157	0.5649	-1.341
016	Inflammation	DNER	-0.0691	0.0284	0.3558	0.2583
016	Inflammation	DNPH1	-2.7297	0.7032	0.278	-3.1549
016	Inflammation	DPP10	-1.0122	-0.2615	-0.3562	-1.1069
016	Inflammation	EDAR	-0.2168	0.6683	0.1636	-0.7215
016	Inflammation	EGF	-0.4492	1.1147	0.534	-1.0299
016	Inflammation	EGLN1	-0.5742	0.0688	0.0146	-0.6284
016	Inflammation	EIF4G1	-0.2754	2.1266	0.6999	-1.7021
016	Inflammation	EIF5A	-0.5589	1.2697	0.8001	-1.0285
016	Inflammation	ENAH	-0.5205	1.4878	-0.0801	-2.0884
016	Inflammation	ENPP5	-0.0087	0.0528	-0.1247	-0.1862
016	Inflammation	ENPP7	0.0848	0.2829	-0.2257	-0.4238
016	Inflammation	EPCAM	-0.0415	0.1246	-0.2517	-0.4178
016	Inflammation	EPHA1	-0.2363	-0.0582	0.0838	-0.0943
016	Inflammation	EPO	-0.0184	-0.2277	-0.1135	0.0958
016	Inflammation	ERBB3	-0.0002	0.124	-0.1236	-0.2478
016	Inflammation	ESM1	0.3956	0.6095	-0.0882	-0.3021
016	Inflammation	F2R	0.0271	0.6866	0.2109	-0.4486
016	Inflammation	FABP1	0.1105	0.7646	0.6539	-0.0002
016	Inflammation	FABP9	-0.0643	0.2927	-0.3066	-0.6636
016	Inflammation	FASLG	-0.2207	0.0387	-0.044	-0.3034
016	Inflammation	FCAR	-0.3527	0.2541	0.0657	-0.5411
016	Inflammation	FCRL2	-0.2092	0.2993	0.2394	-0.2691
016	Inflammation	FCRL3	0.8909	0.4383	0.8651	1.3177
016	Inflammation	FCRL6	-0.0408	-0.0563	-0.0021	0.0134
016	Inflammation	FGF19	-0.7755	-0.1445	0.1699	-0.4611
016	Inflammation	FGF2	-1.0045	0.434	0.5357	-0.9028
016	Inflammation	FGF5	-0.5135	-0.1142	0.5818	0.1825
016	Inflammation	FIS1	-0.5534	0.3964	-1.2555	-2.2053
016	Inflammation	FKBP1B	0.2131	-0.2965	-0.1322	0.3774
016	Inflammation	FLT3LG	-0.5985	-0.0772	0.2648	-0.2565
016	Inflammation	FOXO1	-0.7707	0.3676	0.26	-0.8783
016	Inflammation	FST	0.3785	0.5323	0.0323	-0.1215
016	Inflammation	FSTL3	0.3029	0.2897	-0.0597	-0.0465
016	Inflammation	FXYD5	-0.9356	-0.3074	0.4589	-0.1693
016	Inflammation	GAL	-0.3054	0.2138	0.3974	-0.1218
016	Inflammation	GALNT3	-0.2963	0.1581	0.1893	-0.2651
016	Inflammation	GBP2	-1.5506	0.1116	0.9999	-0.6623
016	Inflammation	GLOD4	-1.2946	0.6514	0.0168	-1.9292
016	Inflammation	GMPR	-2.203	0.6512	0.4563	-2.3979
016	Inflammation	GOPC	-0.4044	0.9786	0.5947	-0.7883
016	Inflammation	GZMA	-0.0205	0.7275	0.2983	-0.4497
016	Inflammation	GZMB	-0.0476	0.7413	0.3864	-0.4025
016	Inflammation	HCLS1	-0.4115	0.9841	0.8874	-0.5082
016	Inflammation	HEXIM1	-0.8339	1.0135	0.5753	-1.2721
016	Inflammation	HGF	-0.4667	0.77	0.323	-0.9137
016	Inflammation	HLA-DRA	-0.5016	0.1651	0.0488	-0.6179
016	Inflammation	HLA-E	-0.0049	0.0775	-0.1714	-0.2538
016	Inflammation	HPCAL1	-0.0299	0.924	0.3253	-0.6286
016	Inflammation	HSD11B1	-0.3037	0.5615	0.4078	-0.4574
016	Inflammation	HSPA1A	-0.9663	0.9645	-0.5947	-2.5255
016	Inflammation	ICA1	-0.9518	0.6256	1.0519	-0.5255
016	Inflammation	ICAM4	-0.1927	-0.165	-0.1076	-0.1353
016	Inflammation	IDS	-0.0045	0.1025	0.0588	-0.0482
016	Inflammation	IFNG	-0.1788	-0.3803	-0.3917	-0.1902
016	Inflammation	IFNGR1	-0.0487	0.1247	0.0418	-0.1316
016	Inflammation	IFNLR1	-0.1945	-0.2741	-0.0561	0.0235
016	Inflammation	IKBKG	-0.4376	1.48	1.2499	-0.6677
016	Inflammation	IL10	-1.3287	-0.5099	0.3004	-0.5184
016	Inflammation	IL10RA	-0.1285	-0.4753	-0.5101	-0.1633
016	Inflammation	IL10RB	0.0658	0.1576	-0.0709	-0.1627
016	Inflammation	IL11	-0.1852	0.3312	0.0629	-0.4535
016	Inflammation	IL12B	0.0513	0.3275	-0.1834	-0.4596
016	Inflammation	IL12RB1	-1.1597	0.0534	1.5819	0.3688
016	Inflammation	IL13	-0.6594	0.0797	0.3376	-0.4015
016	Inflammation	IL15	-0.1586	0.3039	-0.0321	-0.4946
016	Inflammation	IL15RA	1.0155	0.7313	0.6086	0.8928
016	Inflammation	IL16	-0.0772	0.3586	0.1313	-0.3045
016	Inflammation	IL17A	-0.3001	0.6481	0.1466	-0.8016
016	Inflammation	IL17C	-0.7033	-0.0354	0.6103	-0.0576
016	Inflammation	IL17D	-0.3645	-0.1198	-0.0665	-0.3112
016	Inflammation	IL17F	-0.9015	0.4823	1.0934	-0.2904
016	Inflammation	IL17RB	-0.2195	0.1109	-0.0275	-0.3579
016	Inflammation	IL18	-0.0246	0.3494	-0.2969	-0.6709
016	Inflammation	IL18R1	-0.0672	0.2848	-0.1003	-0.4523
016	Inflammation	IL1A	0.4227	-0.0986	-0.0005	0.5208
016	Inflammation	IL1B	-1.1973	0.9187	0.6425	-1.4735
016	Inflammation	IL1R2	-0.0184	0.0309	-0.128	-0.1773
016	Inflammation	IL1RL2	0.7346	0.0232	0.1456	0.857
016	Inflammation	IL1RN	-0.1525	0.5792	-0.2753	-1.007
016	Inflammation	IL2	-0.9526	-1.5292	-0.1557	0.4209
016	Inflammation	IL20	-0.9793	0.0714	0.4797	-0.571
016	Inflammation	IL20RA	-0.1341	0.503	0.7119	0.0748
016	Inflammation	IL22RA1	-0.1178	-0.0939	0.0892	0.0653
016	Inflammation	IL24	-0.328	1.3877	1.1189	-0.5968
016	Inflammation	IL2RB	-1.2504	0.7745	1.7789	-0.246
016	Inflammation	IL32	-0.03	0.1198	0.2243	0.0745
016	Inflammation	IL33	0.3023	2.1107	0.2299	-1.5785
016	Inflammation	IL3RA	-0.2653	0.6428	0.5216	-0.3865
016	Inflammation	IL4	-0.204	-0.2713	0.1697	0.237
016	Inflammation	IL4R	-0.2946	0.0003	-0.0491	-0.344
016	Inflammation	IL5	-0.0663	-0.0925	-1.9541	-1.9279
016	Inflammation	IL5RA	-0.0739	-0.2703	-0.3438	-0.1474
016	Inflammation	IL6	0.692	0.3491	0.215	0.5579
016	Inflammation	IL7	-0.7347	0.3664	0.7854	-0.3157
016	Inflammation	IRAK1	0.3064	0.5812	0.3225	0.0477
016	Inflammation	IRAK4	-1.431	2.2458	1.6261	-2.0507
016	Inflammation	ISM1	-0.21	-0.1682	0.0127	-0.0291
016	Inflammation	ITGA11	-0.2403	0.3917	0.56	-0.072
016	Inflammation	ITGA6	-0.2159	-1.0023	-0.7387	0.0477
016	Inflammation	ITGB6	0.1409	-0.8904	-0.4793	0.552
016	Inflammation	ITM2A	-0.7026	0.5718	0.7716	-0.5028
016	Inflammation	JCHAIN	-1.3147	0.7531	1.0779	-0.9899
016	Inflammation	JUN	-0.3593	0.5851	-1.201	-2.1454
016	Inflammation	KLRB1	-0.1542	0.1563	0.1064	-0.2041
016	Inflammation	KLRD1	0.0663	0.1842	0.0221	-0.0958
016	Inflammation	KRT19	-1.0677	-0.4705	0.112	-0.4852
016	Inflammation	KYNU	-0.111	0.1824	-0.0824	-0.3758
016	Inflammation	LAIR1	-0.1323	0.4519	0.1485	-0.4357
016	Inflammation	LAMA4	0.194	0.4565	0.0599	-0.2026
016	Inflammation	LAMP3	0.0827	0.1148	-0.0853	-0.1174
016	Inflammation	LAP3	-0.5201	0.9677	0.771	-0.7168
016	Inflammation	LAT	0.0587	0.788	0.7703	0.041
016	Inflammation	LGALS4	-0.0902	0.0386	0.1023	-0.0265
016	Inflammation	LGALS9	0.0362	0.2515	-0.0346	-0.2499
016	Inflammation	LGMN	-0.0069	0.2976	-0.1727	-0.4772
016	Inflammation	LHPP	-2.0781	0.6289	0.0528	-2.6542
016	Inflammation	LIFR	-0.3517	-0.2389	0.0174	-0.0954
016	Inflammation	LILRB4	-0.135	-0.0217	0.3813	0.268
016	Inflammation	LRRN1	-0.2282	0.0487	0.1301	-0.1468
016	Inflammation	LSP1	-0.6074	-0.1087	0.2503	-0.2484
016	Inflammation	LTA	-0.0302	0.5022	0.242	-0.2904
016	Inflammation	LTBR	-0.0124	0.0415	0.0257	-0.0282
016	Inflammation	LTO1	-0.6767	0.5516	0.5391	-0.6892
016	Inflammation	LY6D	0.0975	0.39	0.3383	0.0458
016	Inflammation	LY75	0.0206	-0.2036	-0.3005	-0.0763
016	Inflammation	LY9	-0.0699	0.2059	0.1949	-0.0809
016	Inflammation	MANF	0.5059	1.8387	0.7475	-0.5853
016	Inflammation	MAP2K6	-0.5365	1.1858	0.0403	-1.682
016	Inflammation	MAPK9	-0.6984	0.4503	0.1806	-0.9681
016	Inflammation	MATN2	0.3354	0.5983	0.042	-0.2209
016	Inflammation	MEGF10	-0.0332	0.1052	0.0379	-0.1005
016	Inflammation	MEPE	-0.0223	-0.0075	0.007	-0.0078
016	Inflammation	MERTK	-0.1967	0.0981	0.1967	-0.0981
016	Inflammation	METAP1D	-0.1778	0.6817	-0.5728	-1.4323
016	Inflammation	MGLL	0.4829	1.3275	0.3886	-0.456
016	Inflammation	MGMT	-0.5093	1.4865	0.8049	-1.1909
016	Inflammation	MICB_MICA	-0.3825	0.2592	0.1383	-0.5034
016	Inflammation	MILR1	-0.2776	0.1081	0.2769	-0.1088
016	Inflammation	MLN	-0.9127	-1.7442	-1.5211	-0.6896
016	Inflammation	MMP1	-0.9234	0.4633	0.8978	-0.4889
016	Inflammation	MMP10	0.1211	0.3725	-0.1583	-0.4097
016	Inflammation	MPIG6B	-0.0044	1.6927	0.5158	-1.1813
016	Inflammation	MVK	-0.3058	0.3841	-0.0104	-0.7003
016	Inflammation	MYO9B	-0.0613	1.2169	0.0142	-1.264
016	Inflammation	MZB1	0.093	0.285	-0.1665	-0.3585
016	Inflammation	NBN	-0.633	-0.0853	0.2302	-0.3175
016	Inflammation	NCF2	-0.5908	0.9726	1.0422	-0.5212
016	Inflammation	NCK2	-0.1139	0.5596	0.4979	-0.1756
016	Inflammation	NCLN	-1.0486	0.5835	0.9922	-0.6399
016	Inflammation	NCR1	-0.4149	-0.0188	0.2317	-0.1644
016	Inflammation	NELL2	-0.3105	0.0685	-0.0572	-0.4362
016	Inflammation	NFASC	-0.2237	0.0852	-0.175	-0.4839
016	Inflammation	NFATC1	-0.5713	1.0907	1.0137	-0.6483
016	Inflammation	NFATC3	-0.0601	0.5172	-0.0453	-0.6226
016	Inflammation	NME3	0.0499	0.1864	0.1229	-0.0136
016	Inflammation	NPPC	-0.4119	-0.3552	-0.0497	-0.1064
016	Inflammation	NRTN	-0.3122	0.3481	0.7605	0.1002
016	Inflammation	NT5C3A	-0.8206	0.9001	0.3477	-1.373
016	Inflammation	NTF3	0.2358	0.8204	0.5057	-0.0789
016	Inflammation	NUB1	-1.5509	1.8097	1.818	-1.5426
016	Inflammation	NUDC	-0.0187	1.0182	0.1349	-0.902
016	Inflammation	OMD	0.0145	0.1111	-0.0706	-0.1672
016	Inflammation	OSCAR	0.1286	0.2766	-0.0592	-0.2072
016	Inflammation	OSM	-1.3169	0.705	0.5355	-1.4864
016	Inflammation	PADI2	-0.291	-0.0599	-0.9481	-1.1792
016	Inflammation	PAPPA	0.477	0.0305	-1.4388	-0.9923
016	Inflammation	PARP1	-0.373	0.1468	0.0596	-0.4602
016	Inflammation	PCDH1	-0.009	0.2217	0.084	-0.1467
016	Inflammation	PDGFB	-0.9302	0.4385	0.5431	-0.8256
016	Inflammation	PDLIM7	0.6169	1.974	0.2335	-1.1236
016	Inflammation	PGF	0.0076	0.3966	0.0905	-0.2985
016	Inflammation	PIK3AP1	-2.5958	0.8791	0.8365	-2.6384
016	Inflammation	PKLR	-3.397	-0.4145	-0.7851	-3.7676
016	Inflammation	PLA2G4A	-0.301	1.0369	0.4601	-0.8778
016	Inflammation	PLAUR	-0.1977	0.3332	0.161	-0.3699
016	Inflammation	PLXNA4	-0.038	1.2112	0.6913	-0.5579
016	Inflammation	PNLIPRP2	-0.13	0.0834	0.0861	-0.1273
016	Inflammation	PNPT1	-0.3608	-0.0622	0.1256	-0.173
016	Inflammation	PON3	-0.1328	0.1635	-0.0479	-0.3442
016	Inflammation	PPP1R9B	-0.0713	1.4185	0.7977	-0.6921
016	Inflammation	PRDX3	-0.3838	0.49	-0.6402	-1.514
016	Inflammation	PRDX5	-0.571	1.2263	0.5309	-1.2664
016	Inflammation	PREB	-0.3452	-0.6779	-0.8233	-0.4906
016	Inflammation	PRELP	-0.0313	0.2363	0.0502	-0.2174
016	Inflammation	PRKAB1	-0.6007	1.1541	0.6349	-1.1199
016	Inflammation	PRKCQ	-0.5616	0.1562	0.4733	-0.2445
016	Inflammation	PROK1	0.4314	0.1161	-0.2073	0.108
016	Inflammation	PRSS8	0.2286	0.1905	-0.0969	-0.0588
016	Inflammation	PSIP1	-0.256	-0.3032	0.1615	0.2087
016	Inflammation	PSMG3	-2.9692	-0.0273	0.2905	-2.6514
016	Inflammation	PSPN	0.3033	0.23	-0.0239	0.0494
016	Inflammation	PTH1R	-0.1223	-0.0724	-0.228	-0.2779
016	Inflammation	PTPN6	-0.2044	1.7259	0.9054	-1.0249
016	Inflammation	PTPRM	-0.1145	-0.1107	-0.0433	-0.0471
016	Inflammation	PTX3	0.2632	0.2698	-0.0934	-0.1
016	Inflammation	RAB37	-0.5524	1.1405	1.107	-0.5859
016	Inflammation	RAB6A	-1.0179	2.0584	1.4808	-1.5955
016	Inflammation	RABGAP1L	-1.4559	-0.4097	-0.2333	-1.2795
016	Inflammation	REG4	-0.1015	-0.0371	0.423	0.3586
016	Inflammation	RGS8	-0.2684	-0.0607	0.3131	0.1054
016	Inflammation	ROBO1	0.0913	0.0946	-0.1364	-0.1397
016	Inflammation	SAMD9L	-0.0833	0.8529	0.2777	-0.6585
016	Inflammation	SCG3	-0.5444	-0.1832	-0.0229	-0.3841
016	Inflammation	SCGB1A1	-0.0082	0.4637	0.095	-0.3769
016	Inflammation	SCGB3A2	0.0486	0.2443	-0.0122	-0.2079
016	Inflammation	SCGN	0.5994	0.0608	-0.2553	0.2833
016	Inflammation	SCRN1	-0.9499	0.4439	0.1832	-1.2106
016	Inflammation	SELPLG	0.0189	0.2125	-0.0074	-0.201
016	Inflammation	SERPINB8	-0.3724	0.1995	0.0288	-0.5431
016	Inflammation	SH2D1A	0.262	0.5378	0.135	-0.1408
016	Inflammation	SHMT1	-0.7728	1.1299	0.3021	-1.6006
016	Inflammation	SIGLEC1	-0.0875	0.3816	-0.261	-0.7301
016	Inflammation	SIGLEC10	-0.3034	0.0748	0.0001	-0.3781
016	Inflammation	SIRPB1	0.0257	0.0657	-0.1295	-0.1695
016	Inflammation	SIT1	-0.0195	-0.9893	-0.8315	0.1383
016	Inflammation	SKAP2	0.5742	1.77	0.3872	-0.8086
016	Inflammation	SLAMF1	-0.5141	-0.4311	-1.5515	-1.6345
016	Inflammation	SLAMF7	-0.0215	-0.0933	0.4736	0.5454
016	Inflammation	SLC39A5	-0.1059	0.7295	0.0683	-0.7671
016	Inflammation	SMOC2	0.1135	0.1751	-0.1012	-0.1628
016	Inflammation	SMPDL3A	0.0974	0.17	-0.0201	-0.0927
016	Inflammation	SPINK4	-0.0096	-0.1744	-0.0503	0.1145
016	Inflammation	SPINT2	-0.3751	0.0946	0.2165	-0.2532
016	Inflammation	SPON1	0.2823	0.3962	0.0415	-0.0724
016	Inflammation	SPRY2	0.7441	-0.0952	-0.6421	0.1972
016	Inflammation	SRPK2	-0.7867	0.5422	0.6286	-0.7003
016	Inflammation	STX8	-0.0524	0.4842	0.1678	-0.3688
016	Inflammation	SULT2A1	0.0581	0.3934	-0.2239	-0.5592
016	Inflammation	TANK	0.3476	-0.043	0.789	1.1796
016	Inflammation	TBC1D5	0.0629	1.1821	0.4121	-0.7071
016	Inflammation	TFF2	0.2055	0.4435	-0.664	-0.902
016	Inflammation	TGFA	-0.1796	0.3816	-0.3729	-0.9341
016	Inflammation	TGFB1	-0.1268	0.36	0.2027	-0.2841
016	Inflammation	TIMP3	0.8798	1.8141	0.0943	-0.84
016	Inflammation	TLR3	0.0596	0.2439	0.0458	-0.1385
016	Inflammation	TNF	-0.4671	-0.3242	-0.2991	-0.442
016	Inflammation	TNFAIP8	-0.649	-0.4462	-0.0617	-0.2645
016	Inflammation	TNFRSF11A	-0.1395	0.7937	0.1949	-0.7383
016	Inflammation	TNFRSF11B	0.3782	0.461	-0.1268	-0.2096
016	Inflammation	TNFRSF13B	0.0392	0.1757	-0.1276	-0.2641
016	Inflammation	TNFRSF13C	-0.2707	-0.4022	-0.0224	0.1091
016	Inflammation	TNFRSF14	-0.0546	0.1452	0.1074	-0.0924
016	Inflammation	TNFRSF4	-0.1021	0.1812	0.1514	-0.1319
016	Inflammation	TNFSF10	-0.1877	0.4967	-0.159	-0.8434
016	Inflammation	TNFSF11	-0.9718	0.337	0.5129	-0.7959
016	Inflammation	TNFSF12	0.3501	0.6077	0.0522	-0.2054
016	Inflammation	TNFSF13	0.0415	0.1363	-0.1349	-0.2297
016	Inflammation	TPP1	0.1784	0.4892	0.0392	-0.2716
016	Inflammation	TPSAB1	-0.2231	0.0317	0.1159	-0.1389
016	Inflammation	TPT1	-0.9603	0.9357	1.1839	-0.7121
016	Inflammation	TRAF2	-1.384	1.1991	0.9173	-1.6658
016	Inflammation	TREM2	0.0455	0.1468	0.1612	0.0599
016	Inflammation	TRIM21	-0.9343	0.0974	-0.318	-1.3497
016	Inflammation	TRIM5	-0.4815	0.3432	-0.0535	-0.8782
016	Inflammation	VASH1	-0.5871	0.324	0.8978	-0.0133
016	Inflammation	VEGFA	-0.1474	0.6343	0.4297	-0.352
016	Inflammation	VEGFD	0.1523	0.3465	0.1286	-0.0656
016	Inflammation	WAS	1.1243	0.205	0.4917	1.411
016	Inflammation	WFIKKN2	-0.0136	0.096	-0.0729	-0.1825
016	Inflammation	WNT9A	-0.3096	0.2281	0.9583	0.4206
016	Inflammation	YTHDF3	-1.4284	1.3427	1.2838	-1.4873
016	Inflammation_II	A1BG	0.0091	0.2233	0.1707	-0.0435
016	Inflammation_II	ABO	0.6393	0.0266	-0.1912	0.4215
016	Inflammation_II	ACE	-0.2775	-0.0832	0.3308	0.1365
016	Inflammation_II	ACHE	-0.634	0.0976	0.105	-0.6266
016	Inflammation_II	ACP1	-0.3969	0.7987	0.1584	-1.0372
016	Inflammation_II	ACRV1	-0.2434	-0.857	-0.722	-0.1084
016	Inflammation_II	ACYP1	-2.3129	0.1997	0.1002	-2.4124
016	Inflammation_II	ADAM12	0.8798	-0.0423	-0.0494	0.8727
016	Inflammation_II	ADAMTS1	0.2874	-0.1379	-1.3192	-0.8939
016	Inflammation_II	ADAMTS4	-0.8223	-0.0355	-0.0612	-0.848
016	Inflammation_II	ADD1	-2.2753	-0.3714	0.2586	-1.6453
016	Inflammation_II	ADGRD1	-0.1554	0.0777	0.1619	-0.0712
016	Inflammation_II	ADH1B	0.8127	-0.3185	-1.3508	-0.2196
016	Inflammation_II	ADIPOQ	0.0896	0.2699	0.1986	0.0183
016	Inflammation_II	AFAP1	0.0291	1.1143	0.249	-0.8362
016	Inflammation_II	AFM	0.0255	-0.1182	-0.1573	-0.0136
016	Inflammation_II	AGT	-0.0073	-0.0765	-0.1104	-0.0412
016	Inflammation_II	AHSG	0.0234	0.2115	0.2189	0.0308
016	Inflammation_II	AKAP12	-0.0133	0.0767	-0.0964	-0.1864
016	Inflammation_II	AKR7L	0.4266	-0.2077	-0.4373	0.197
016	Inflammation_II	ALPI	-0.5923	0.1005	0.0113	-0.6815
016	Inflammation_II	AMOT	-0.0729	0.2041	-0.0602	-0.3372
016	Inflammation_II	AMY1A_AMY1B_AMY1C	-0.0059	0.1985	-0.0804	-0.2848
016	Inflammation_II	ANKMY2	0.7193	0.7206	-0.266	-0.2673
016	Inflammation_II	ANXA1	-0.8037	0.1114	0.8153	-0.0998
016	Inflammation_II	APCS	0.049	0.3155	0.063	-0.2035
016	Inflammation_II	APOA1	-0.0832	0.0323	-0.1156	-0.2311
016	Inflammation_II	APOA2	-0.8772	1.3161	2.2868	0.0935
016	Inflammation_II	APOA4	-0.1981	0.2891	0.3087	-0.1785
016	Inflammation_II	APOB	-0.581	-0.1952	0.4973	0.1115
016	Inflammation_II	APOC1	-0.0379	0.0984	-0.009	-0.1453
016	Inflammation_II	APOD	-0.1623	0.2936	0.3657	-0.0902
016	Inflammation_II	APOE	-0.2438	0.3436	0.3974	-0.19
016	Inflammation_II	APOF	0.021	0.3555	0.105	-0.2295
016	Inflammation_II	APOL1	0.041	0.6669	0.0233	-0.6026
016	Inflammation_II	APPL2	0.4784	1.219	0.3305	-0.4101
016	Inflammation_II	ARHGAP45	0.0345	1.15	0.6826	-0.4329
016	Inflammation_II	ASGR2	-0.2035	0.1803	0.1604	-0.2234
016	Inflammation_II	ATRN	-0.0569	-0.0669	0.017	0.027
016	Inflammation_II	B2M	-0.1953	0.3399	0.355	-0.1802
016	Inflammation_II	BABAM1	-0.2534	-0.4439	-0.5614	-0.3709
016	Inflammation_II	BAG4	-0.5739	0.5664	0.854	-0.2863
016	Inflammation_II	BCHE	-0.0028	0.4198	0.0088	-0.4138
016	Inflammation_II	BCL2L15	0.8973	0.3692	0.1519	0.68
016	Inflammation_II	BLNK	-0.0421	-0.3176	-0.1006	0.1749
016	Inflammation_II	BMP10	-0.1704	0.0357	0.0002	-0.2059
016	Inflammation_II	BMPER	0.1728	-0.0638	-0.0721	0.1645
016	Inflammation_II	BNIP3L	-0.7145	0.7696	0.8483	-0.6358
016	Inflammation_II	BTD	-0.2023	0.2445	0.2723	-0.1745
016	Inflammation_II	C1QL2	0.1441	0.5429	-0.5949	-0.9937
016	Inflammation_II	C1QTNF5	0.2136	0.074	-0.1413	-0.0017
016	Inflammation_II	C1QTNF9	0.2119	0.0636	-0.3297	-0.1814
016	Inflammation_II	C1R	0.0534	0.1993	-0.0343	-0.1802
016	Inflammation_II	C1RL	-0.1117	-0.1005	0.1338	0.1226
016	Inflammation_II	C1S	-0.0011	0.2938	0.0803	-0.2146
016	Inflammation_II	C3	0.1038	0.5752	0.4345	-0.0369
016	Inflammation_II	C5	-0.2359	0.0686	0.3012	-0.0033
016	Inflammation_II	C7	0.0422	0.0889	0.0618	0.0151
016	Inflammation_II	C8B	0.0151	0.6338	0.5648	-0.0539
016	Inflammation_II	C9	-0.6418	0.2179	0.3409	-0.5188
016	Inflammation_II	CA8	0.1247	0.2328	-0.1666	-0.2747
016	Inflammation_II	CACYBP	0.0986	1.503	0.6732	-0.7312
016	Inflammation_II	CASP9	0.5795	-0.5459	-0.4023	0.7231
016	Inflammation_II	CAT	-2.4707	-0.0131	-0.2545	-2.7121
016	Inflammation_II	CCNE1	-0.0473	0.2601	0.3902	0.0828
016	Inflammation_II	CD226	-1.9549	-0.767	1.586	0.3981
016	Inflammation_II	CD300A	-0.1839	0.1277	0.0197	-0.2919
016	Inflammation_II	CD36	-0.1134	0.429	0.1217	-0.4207
016	Inflammation_II	CD3G	0.287	0.514	-0.0912	-0.3182
016	Inflammation_II	CD5L	-0.0532	0.2893	0.1682	-0.1743
016	Inflammation_II	CD7	-0.2397	-0.254	0.1798	0.1941
016	Inflammation_II	CD72	-0.0163	0.3169	0.1108	-0.2224
016	Inflammation_II	CEBPA	-0.8013	0.1728	0.5535	-0.4206
016	Inflammation_II	CELSR2	0.2249	0.3263	0.2841	0.1827
016	Inflammation_II	CEMIP2	-0.0484	0.4675	-0.3283	-0.8442
016	Inflammation_II	CFB	-0.1305	0.5559	0.2245	-0.4619
016	Inflammation_II	CFD	0.0393	0.2957	0.3019	0.0455
016	Inflammation_II	CFH	-0.0499	0.2375	0.0879	-0.1995
016	Inflammation_II	CFHR2	0.0824	0.0223	-0.0025	0.0576
016	Inflammation_II	CFHR4	-0.2035	0.0038	-0.0273	-0.2346
016	Inflammation_II	CFHR5	0.1261	0.5059	0.0948	-0.285
016	Inflammation_II	CFI	0.0485	0.1165	-0.0239	-0.0919
016	Inflammation_II	CFP	0.0349	0.2727	0.1189	-0.1189
016	Inflammation_II	CGB3_CGB5_CGB8	1.1145	-0.4743	-0.6351	0.9537
016	Inflammation_II	CHAD	0.1641	0.2404	-0.0011	-0.0774
016	Inflammation_II	CLEC12A	0.3812	0.3122	-0.5108	-0.4418
