subject_id	panel	gene_symbol	pt1_pr1	pt2_pr2	pt2_pt1	pr2_pr1
001B	Cardiometabolic_II	SEL1L	-0.0805	0.1669	0.137	-0.1104
001B	Cardiometabolic_II	SERPINE2	0.5129	0.9597	-0.1802	-0.627
001B	Cardiometabolic_II	SGSH	0.1695	0.273	0.3177	0.2142
001B	Cardiometabolic_II	SHD	-0.9977	-0.4215	0.326	-0.2502
001B	Cardiometabolic_II	SHISA5	0.0516	0.4153	0.1461	-0.2176
001B	Cardiometabolic_II	SIGLEC8	0.1804	0.5405	0.1214	-0.2387
001B	Cardiometabolic_II	SIL1	-0.119	0.2543	0.0961	-0.2772
001B	Cardiometabolic_II	SKIV2L	0.2333	1.0773	1.2615	0.4175
001B	Cardiometabolic_II	SLC12A2	0.1833	0.835	0.558	-0.0937
001B	Cardiometabolic_II	SLC4A1	-0.2205	0.8904	0.836	-0.2749
001B	Cardiometabolic_II	SLC51B	-0.1669	0.4065	0.9938	0.4204
001B	Cardiometabolic_II	SLURP1	0.0981	-0.0021	0.1948	0.295
001B	Cardiometabolic_II	SNED1	0.6432	0.7694	0.325	0.1988
001B	Cardiometabolic_II	SNU13	-0.0389	-0.1363	0.6328	0.7302
001B	Cardiometabolic_II	SNX5	0.6048	-0.1187	-0.4613	0.2622
001B	Cardiometabolic_II	SPESP1	-0.118	0.1102	0.2554	0.0272
001B	Cardiometabolic_II	SPINK8	0.6826	0.8106	0.243	0.115
001B	Cardiometabolic_II	SRPX	0.3353	0.2628	0.4199	0.4924
001B	Cardiometabolic_II	STAB2	0.1328	0.2142	0.2004	0.119
001B	Cardiometabolic_II	SYTL4	0.5208	0.6243	-0.262	-0.3655
001B	Cardiometabolic_II	TALDO1	0.1526	0.6243	0.2545	-0.2172
001B	Cardiometabolic_II	TCOF1	0.2522	0.1123	-0.0156	0.1243
001B	Cardiometabolic_II	TCTN3	0.1809	0.4534	0.4139	0.1414
001B	Cardiometabolic_II	TEF	-0.7439	0.9211	1.3313	-0.3337
001B	Cardiometabolic_II	THRAP3	0.1734	-0.0236	0.7188	0.9158
001B	Cardiometabolic_II	TIMM10	0.1389	-0.1927	-0.2496	0.082
001B	Cardiometabolic_II	TIMP2	0.4264	-0.0923	0.215	0.7337
001B	Cardiometabolic_II	TMED10	-0.5252	0.8926	1.763	0.3452
001B	Cardiometabolic_II	TMED4	-0.3864	0.6473	2.4153	1.3816
001B	Cardiometabolic_II	TMEM132A	-0.2944	0.5817	0.7115	-0.1646
001B	Cardiometabolic_II	TNFSF8	-0.0528	0.4093	0.129	-0.3331
001B	Cardiometabolic_II	TNN	0.0091	0.1627	0.4503	0.2967
001B	Cardiometabolic_II	TOMM20	0.3477	1.1145	-0.1955	-0.9623
001B	Cardiometabolic_II	TOR1AIP1	0.1066	0.756	0.2835	-0.3659
001B	Cardiometabolic_II	TPK1	0.0986	0.0925	0.1309	0.137
001B	Cardiometabolic_II	TPM3	0.0394	0.4557	0.9874	0.5711
001B	Cardiometabolic_II	TPR	-0.007	1.0271	1.3982	0.3641
001B	Cardiometabolic_II	TRAF3IP2	0.2415	0.4402	0.4533	0.2546
001B	Cardiometabolic_II	TREH	-0.0739	0.8568	0.2111	-0.7196
001B	Cardiometabolic_II	TRPV3	-0.3978	0.3696	4.8277	4.0603
001B	Cardiometabolic_II	TSNAX	-0.5043	1.6357	1.9439	-0.1961
001B	Cardiometabolic_II	TSPAN15	-1.2638	0.1735	2.0842	0.6469
001B	Cardiometabolic_II	TTN	-0.5001	0.4916	1.509	0.5173
001B	Cardiometabolic_II	TWF2	0.4225	1.6323	-0.0821	-1.2919
001B	Cardiometabolic_II	UBE2L6	0.5314	0.9517	0.1798	-0.2405
001B	Cardiometabolic_II	UBQLN3	0.1196	0.4551	0.7255	0.39
001B	Cardiometabolic_II	UGDH	0.3308	-0.3349	0.5151	1.1808
001B	Cardiometabolic_II	UHRF2	0.2207	0.3464	0.5423	0.4166
001B	Cardiometabolic_II	UPB1	-0.5058	-0.3397	1.4696	1.3035
001B	Cardiometabolic_II	USP47	1.0277	-0.083	-0.0216	1.0891
001B	Cardiometabolic_II	VIPR1	0.2829	-0.2841	-0.1062	0.4608
001B	Cardiometabolic_II	VIT	-0.3299	0.54	0.95	0.0801
001B	Cardiometabolic_II	VSIG10L	-0.5202	-0.196	2.0045	1.6803
001B	Cardiometabolic_II	YOD1	0.8724	1.0866	0.3561	0.1419
001B	Cardiometabolic_II	ZCCHC8	-0.3223	0.324	0.4993	-0.147
001B	Cardiometabolic_II	ZP3	0.5927	-0.0253	-0.2487	0.3693
001B	Inflammation	ACTN4	-0.3383	-0.332	-0.2206	-0.2269
001B	Inflammation	ADA	-0.1105	0.2652	0.1592	-0.2165
001B	Inflammation	ADAM23	0.0213	0.2889	0.3389	0.0713
001B	Inflammation	ADGRE2	0.1415	0.3529	0.2189	0.0075
001B	Inflammation	AGER	0.1715	0.6349	0.6997	0.2363
001B	Inflammation	AGRN	0.5189	0.7368	0.1832	-0.0347
001B	Inflammation	AGRP	-0.7304	-0.327	0.7404	0.337
001B	Inflammation	AMBN	-0.4995	-0.4116	-0.1848	-0.2727
001B	Inflammation	AMN	0.2519	0.2151	0.3851	0.4219
001B	Inflammation	ANGPT1	0.5032	0.9844	-0.3698	-0.851
001B	Inflammation	ANGPTL2	0.1114	0.4704	0.1947	-0.1643
001B	Inflammation	ANGPTL4	0.6123	1.1174	0.4327	-0.0724
001B	Inflammation	ANXA11	-0.3446	0.3832	-0.4736	-1.2014
001B	Inflammation	AOC1	-0.7021	0.2629	1.1628	0.1978
001B	Inflammation	ARHGEF12	0.3975	1.351	-0.3074	-1.2609
001B	Inflammation	ARNT	-0.0319	0.0242	0.5043	0.4482
001B	Inflammation	ARTN	-0.511	0.3932	0.4834	-0.4208
001B	Inflammation	ATP5IF1	1.0249	1.2901	-0.2413	-0.5065
001B	Inflammation	AXIN1	0.1141	1.2266	-0.4927	-1.6052
001B	Inflammation	B4GALT1	0.017	0.3401	0.2909	-0.0322
001B	Inflammation	BACH1	0.0333	1.6705	0.0153	-1.6219
001B	Inflammation	BANK1	0.4721	1.2834	-0.532	-1.3433
001B	Inflammation	BCL2L11	0.2453	0.7937	-0.3411	-0.8895
001B	Inflammation	BCR	0.3021	0.6417	-0.6053	-0.9449
001B	Inflammation	BID	0.4951	-0.0081	-1.2259	-0.7227
001B	Inflammation	BSG	-0.067	0.0333	0.0324	-0.0679
001B	Inflammation	BTN2A1	0.0845	0.415	0.3686	0.0381
001B	Inflammation	BTN3A2	0.3485	0.2465	-0.0023	0.0997
001B	Inflammation	C1QA	0.0672	0.1752	-0.0095	-0.1175
001B	Inflammation	CASP2	0.5695	0.7579	-0.0806	-0.269
001B	Inflammation	CCL11	0.0571	0.2086	-0.1209	-0.2724
001B	Inflammation	CCL13	0.6214	0.7225	-0.6944	-0.7955
001B	Inflammation	CCL17	0.5036	0.7348	-0.5347	-0.7659
001B	Inflammation	CCL20	0.4273	0.4328	0.0462	0.0407
001B	Inflammation	CCL21	0.2037	0.4135	0.1274	-0.0824
001B	Inflammation	CCL22	0.396	0.4543	-0.2345	-0.2928
001B	Inflammation	CCL23	0.2067	0.2414	0.2279	0.1932
001B	Inflammation	CCL24	0.2372	0.4105	0.0073	-0.166
001B	Inflammation	CCL25	0.3132	-0.1077	-0.2019	0.219
001B	Inflammation	CCL26	0.3235	0.9797	-0.0401	-0.6963
001B	Inflammation	CCL28	-0.6558	0.178	1.2756	0.4418
001B	Inflammation	CCL3	-0.0068	0.3944	0.2773	-0.1239
001B	Inflammation	CCL4	0.1096	0.7401	0.5735	-0.057
001B	Inflammation	CCL7	0.1227	-0.0914	-0.5922	-0.3781
001B	Inflammation	CCN2	0.1611	0.6157	-0.0806	-0.5352
001B	Inflammation	CD160	-0.08	0.1364	0.149	-0.0674
001B	Inflammation	CD200	0.5511	0.3086	-0.2053	0.0372
001B	Inflammation	CD200R1	0.1481	0.1547	-0.1989	-0.2055
001B	Inflammation	CD22	-0.0612	0.1021	0.1519	-0.0114
001B	Inflammation	CD244	0.1837	0.2714	-0.0455	-0.1332
001B	Inflammation	CD276	0.1971	0.2084	0.3973	0.386
001B	Inflammation	CD4	0.3166	0.112	-0.036	0.1686
001B	Inflammation	CD40	0.407	0.85	0.0534	-0.3896
001B	Inflammation	CD40LG	0.2089	1.1148	-0.2366	-1.1425
001B	Inflammation	CD48	0.3071	0.2774	0.1162	0.1459
001B	Inflammation	CD58	0.1875	0.18	0.0943	0.1018
